Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price
Honda City [2017-2020] ZX CVT,Honda,City,2018,brown,sedan,32939,1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18,BS V,"11,85,000"
Skoda Rapid [2011-2016] Elegance Diesel MT,Skoda,Rapid,2012,beige,sedan,99495,1st,5,diesel,55,4 cylinder inline diesel engine,1598,5-Speed,Manual,103,250,14.3,BS III,"4,66,000"
Renault Kwid [2015-2019] RXT Opt,Renault,Kwid,2019,red,hatchback,23342,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.17,BS V,"4,89,000"
Hyundai Verna SX Opt Turbo Petrol,Hyundai,Verna,2020,black,sedan,32464,1st,5,petrol,45,1.0 l Kappa Turbo GDi,998,7-Speed,Automatic,118,172,19.2,BS IV,"14,54,000"
Honda WR-V i-DTEC VX,Honda,WR-V,2019,red,suv,30457,1st,5,diesel,40,i-DTEC Diesel engine,1498,6-Speed,Manual,97.89,200,23.7,BS IV,"10,32,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2021,red,hatchback,6738,1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,47,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2021,red,hatchback,6738,1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,47,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2021,red,hatchback,6738,1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,47,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2021,red,hatchback,6738,1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,47,000"
Honda City ZX,Honda,City,2020,brown,sedan,18402,1st,5,petrol,40,1.5L i-VTEC DOHC with VTC Petrol Engine,1498,6-Speed,Manual,119.35,145,18.4,BS IV,"14,11,000"
Ford EcoSport [2013-2015] Trend 1.5L TDCi,Ford,EcoSport,2013,silver,suv,95381,1st,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,89,204,22.7,BS III,"5,59,000"
Honda Jazz V MT,Honda,Jazz,2016,orange,hatchback,22856,1st,5,petrol,40,1.2 i-VTEC Petrol,1199,5-Speed,Manual,88.51,110,16.6,BS IV,"6,25,000"
Maruti Suzuki Ciaz Alpha AT Petrol,Maruti Suzuki,Ciaz,2019,white,sedan,15251,2nd,5,petrol,43,K15 Smart Hybrid Petrol E,1462,4-Speed,Automatic,103.25,138,20,BS IV,"9,99,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2017,grey,hatchback,57394,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,77,000"
Maruti Suzuki Eeco AC 5 STR,Maruti Suzuki,Eeco,2020,grey,muv,26856,1st,5,petrol,40,Aluminium 32 bit,1197,5-Speed,Manual,72.42,98,16.11,BS IV,"4,95,000"
Hyundai Xcent [2017-2019] SX Petrol,Hyundai,Xcent,2019,grey,sedan,9421,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,5-Speed,Manual,81.86,113.75,20.14,BS V,"7,61,000"
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2016,blue,hatchback,56204,2nd,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"6,47,000"
Honda City V,Honda,City,2017,grey,sedan,16936,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.4,BS IV,"8,77,000"
Maruti Suzuki Dzire VXI,Maruti Suzuki,Dzire,2021,silver,sedan,15443,1st,5,petrol,37,1.2 L Petrol Engine,1197,5-Speed,Manual,88.5,113,23.26,BS IV,"7,34,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2016,grey,hatchback,49826,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,61,000"
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2020,grey,hatchback,7140,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,46,000"
Maruti Suzuki Baleno [2019-2022] Alpha Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,26533,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,14,000"
Maruti Suzuki Alto 800 Lxi,Maruti Suzuki,Alto 800,2019,white,hatchback,15928,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.33,69,22.05,BS IV,"3,91,000"
Hyundai New i20 Asta 1.0 Turbo IMT,Hyundai,New i20,2021,grey,hatchback,14133,1st,5,petrol,37,1.0 l Turbo GDi,998,6-Speed,Automatic,118,172,20.2,BS IV,"10,34,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2015,blue,hatchback,29978,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"3,50,000"
Maruti Suzuki Dzire [2017-2020] ZXi Plus,Maruti Suzuki,Dzire,2018,grey,sedan,32454,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,23.26,BS V,"7,63,000"
Maruti Suzuki Swift Dzire [2012-2017] VDI,Maruti Suzuki,Swift Dzire,2012,beige,sedan,70628,1st,5,diesel,42,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,23.4,BS IV,"4,87,000"
Ford Figo [2019-2021] Titanium Diesel,Ford,Figo,2020,grey,hatchback,11762,1st,5,diesel,40,TDCi Diesel Engine,1596,5-Speed,Manual,98.96,215,24.4,BS V,"7,87,000"
Ford Figo [2019-2021] Titanium Diesel,Ford,Figo,2020,grey,hatchback,11762,1st,5,diesel,40,TDCi Diesel Engine,1596,5-Speed,Manual,98.96,215,24.4,BS V,"7,87,000"
Ford Figo [2019-2021] Titanium Diesel,Ford,Figo,2020,grey,hatchback,11762,1st,5,diesel,40,TDCi Diesel Engine,1499,5-Speed,Manual,98.96,215,24.4,BS V,"7,87,000"
Ford Figo [2019-2021] Titanium Diesel,Ford,Figo,2020,grey,hatchback,11762,1st,5,diesel,40,TDCi Diesel Engine,1499,5-Speed,Manual,98.96,215,24.4,BS V,"7,87,000"
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2017,white,hatchback,18411,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,26,000"
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2018,grey,hatchback,42101,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,71,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2018,brown,sedan,73664,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.1,BS IV,"10,11,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2018,brown,sedan,73664,1st,5,petrol,42,1.5 Dual VVT-i Engine,1596,5-Speed,Manual,105.94,140,18.1,BS IV,"10,11,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2018,brown,sedan,73664,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.1,BS IV,"10,11,000"
Toyota Yaris [2018-2021] VX CVT,Toyota,Yaris,2018,brown,sedan,73664,1st,5,petrol,42,1.5 Dual VVT-i Engine,1496,5-Speed,Manual,105.94,140,18.1,BS IV,"10,11,000"
Maruti Suzuki Ciaz [2014-2017] ZXI+,Maruti Suzuki,Ciaz,2016,brown,sedan,69045,1st,5,petrol,43,k14B VVT Engine,1373,5-Speed,Manual,91.1,130,20.73,BS IV,"6,99,000"
Hyundai Elite i20 [2014-2018] Asta 1.2 (O),Hyundai,Elite i20,2016,white,hatchback,25382,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Manual,82,115,18.6,BS IV,"7,26,000"
Hyundai Xcent [2014-2017] SX Petrol,Hyundai,Xcent,2015,red,sedan,68611,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,5-Speed,Manual,81,114,19.1,BS IV,"5,17,000"
Hyundai Grand i10 [2013-2017] Asta AT 1.2 Kappa VTVT,Hyundai,Grand i10,2016,white,hatchback,30045,2nd,5,petrol,43,Kappa VTVT Petrol Engine,1197,4-Speed,Automatic,82,114,18.9,BS IV,"5,73,000"
Hyundai Eon [2011-2018] Sportz,Hyundai,Eon,2018,red,hatchback,11225,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"4,54,000"
Renault Lodgy [2015-2019] 110 PS RXZ,Renault,Lodgy,2015,silver,muv,73760,1st,8,diesel,50,dCi Diesel with VGT,1461,6-Speed,Manual,108,245,19.98,BS V,"6,25,000"
Ford EcoSport [2017-2021] Titanium 1.5L TDCi,Ford,EcoSport,2019,blue,suv,67732,1st,5,diesel,52,TDCi Diesel Engine,1498,5-Speed,Automatic,98.86,215,21.7,BS IV,"9,55,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2011,red,hatchback,67463,2nd,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"2,74,000"
Renault Kiger RXZ AMT Dual Tone,Renault,Kiger,2021,grey,suv,30322,1st,5,petrol,40,1.0L Energy,1298,5-Speed,Automatic,71,96,19.03,BS IV,"9,26,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2019,white,hatchback,15878,2nd,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,"4,65,000"
Volkswagen Polo [2015-2019] Highline1.2L (P),Volkswagen,Polo,2016,silver,hatchback,44885,1st,5,petrol,45,MPI Petrol Engine,1199,5-Speed,Manual,74,110,16.2,BS V,"6,63,000"
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,31171,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,12,000"
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,31171,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,12,000"
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,31171,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,12,000"
Maruti Suzuki Baleno [2019-2022] Zeta AT Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,31171,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,12,000"
Honda City [2014-2017] VX CVT,Honda,City,2016,silver,sedan,43992,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.3,145,18,BS IV,"8,96,000"
Maruti Suzuki Ciaz Alpha Petrol,Maruti Suzuki,Ciaz,2020,silver,sedan,17050,1st,5,petrol,43,K15 Smart Hybrid Petrol E,1696,5-Speed,Manual,103.25,138,20.65,BS IV,"9,78,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2020,grey,hatchback,6470,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,"5,41,000"
Nissan Magnite XV Premium Turbo CVT,Nissan,Magnite,2022,brown,suv,3832,1st,5,petrol,40,1.0L HRAO Turbo,1298,5-Speed,Automatic,99,160,20,BS IV,"11,06,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2015,blue,hatchback,47060,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,64,000"
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2020,blue,suv,37489,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,"9,94,000"
Hyundai Elite i20 [2018-2020] Sportz Plus 1.2,Hyundai,Elite i20,2020,grey,hatchback,30169,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,117,18.6,BS V,"8,09,000"
Honda Amaze [2013-2018] 1.2 VX i-VTEC,Honda,Amaze,2015,white,sedan,53600,2nd,5,petrol,35,"4-Cylinder, SOHC i-VTEC",1198,5-Speed,Manual,86.9,109,18,BS IV,"5,44,000"
Maruti Suzuki Swift Dzire [2012-2017] VDI,Maruti Suzuki,Swift Dzire,2013,silver,sedan,61796,1st,5,diesel,42,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,23.4,BS IV,"5,38,000"
Volkswagen Ameo [2016-2020] Highline1.2L (P),Volkswagen,Ameo,2016,brown,sedan,26094,1st,5,petrol,45,MPI Petrol Engine,1198,5-Speed,Automatic,73.75,110,17,BS V,"6,07,000"
Maruti Suzuki Ciaz [2014-2017] ZXI+ AT,Maruti Suzuki,Ciaz,2016,brown,sedan,99144,1st,5,petrol,43,K 14B VVT,1373,5-Speed,Automatic,91,130,19.12,BS IV,"7,54,000"
Hyundai Xcent [2017-2019] SX (O) Petrol,Hyundai,Xcent,2017,white,sedan,49335,2nd,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,5-Speed,Manual,81.86,113.75,20.14,BS V,"6,18,000"
Maruti Suzuki Baleno [2019-2022] Alpha Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,13197,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,14,000"
Toyota Etios Liva [2010-2017] G,Toyota,Etios Liva,2011,silver,hatchback,50857,1st,5,petrol,45,4 cylinder petrol engine,1197,5-Speed,Manual,80,104,17.71,BS IV,"4,06,000"
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2019,blue,suv,12156,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,"9,97,000"
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2017,white,hatchback,39525,2nd,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"5,23,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2019,red,hatchback,27951,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"4,25,000"
Hyundai New i20 Asta 1.0 Turbo IMT,Hyundai,New i20,2021,silver,hatchback,25975,1st,5,petrol,37,1.0 l Turbo GDi,998,6-Speed,Automatic,118,172,20.2,BS IV,"10,26,000"
Hyundai i10 [2010-2016] Sportz 1.2 Petrol,Hyundai,i10,2011,grey,hatchback,89303,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"3,53,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2015,silver,hatchback,24655,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,90,000"
Renault Duster [2015-2019] 85 PS RXZ 4X2 MT,Renault,Duster,2017,grey,suv,54260,2nd,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,5-Speed,Manual,84,200,19.87,BS V,"8,62,000"
Maruti Suzuki Eeco 5 STR WITH A/C+HTR,Maruti Suzuki,Eeco,2017,grey,muv,39484,1st,5,petrol,40,Aluminium 32 bit,1196,5-Speed,Manual,72.42,98,16.11,BS IV,"4,25,000"
Hyundai Grand i10 [2013-2017] Asta 1.2 Kappa VTVT (O),Hyundai,Grand i10,2015,grey,hatchback,32754,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"5,48,000"
Hyundai Grand i10 [2013-2017] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2014,orange,hatchback,66963,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"4,65,000"
Hyundai New Santro 1.1 Asta MT,Hyundai,New Santro 1.1,2018,beige,hatchback,33581,1st,5,petrol,35,1.1 L Petrol,1086,5-Speed,Manual,68.07,99.07,20.3,BS IV,"5,05,000"
Mahindra Scorpio [2014-2017] S4 Plus,Mahindra,Scorpio,2017,white,suv,41060,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.4,BS IV,"11,66,000"
Hyundai Venue [2019-2021] SX 1.0 (O) Turbo,Hyundai,Venue,2020,blue,suv,49130,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,1798,6-Speed,Manual,118.35,171.6,18.27,BS V,"10,99,000"
Maruti Suzuki Alto 800 Vxi,Maruti Suzuki,Alto 800,2021,grey,hatchback,4773,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,59,000"
Maruti Suzuki Eeco AC 5 STR,Maruti Suzuki,Eeco,2021,silver,muv,14560,1st,5,petrol,40,Aluminium 32 bit,1197,5-Speed,Manual,72.42,98,16.11,BS IV,"5,06,000"
Renault Duster [2012-2015] 85 PS RxL (Opt),Renault,Duster,2013,silver,suv,88547,1st,5,diesel,50,1.5 dCI K9K HP Diesel engine,1461,5-Speed,Manual,84,200,20.45,BS III,"6,18,000"
Volkswagen Ameo [2016-2020] Highline1.2L (P),Volkswagen,Ameo,2016,brown,sedan,46922,2nd,5,petrol,45,MPI Petrol Engine,1198,5-Speed,Automatic,73.75,110,17,BS V,"5,44,000"
Hyundai i10 [2010-2016] Era Petrol,Hyundai,i10,2012,black,hatchback,64378,1st,5,petrol,35,4 cylinder inline petrol engine,1086,5-Speed,Manual,68.05,99.04,19.81,BS III,"3,34,000"
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2018,blue,hatchback,41244,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,64,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2011,black,hatchback,60256,2nd,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"2,45,000"
Ford Figo [2010-2015] Duratec Petrol ZXI 1.2,Ford,Figo,2011,green,hatchback,84494,2nd,5,petrol,45,16V DOHC,1196,5-Speed,Manual,71,102,11,BS III,"2,90,000"
Maruti Suzuki Ertiga [2015-2018] ZDI + SHVS,Maruti Suzuki,Ertiga,2018,blue,muv,58025,1st,7,diesel,45,DDiS Diesel Engine,1248,5-Speed,Manual,89,200,24.52,BS IV,"10,91,000"
Hyundai Xcent [2014-2017] S Petrol,Hyundai,Xcent,2015,white,sedan,89133,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,5-Speed,Manual,81,114,19.1,BS IV,"4,70,000"
Renault Kwid [2015-2019] 1.0 RXT Opt,Renault,Kwid,2019,white,hatchback,60983,1st,5,petrol,28,Petrol Engine,999,5-Speed,Manual,67,91,23.01,BS V,"4,30,000"
Honda Amaze [2013-2018] 1.2 S i-VTEC,Honda,Amaze,2014,silver,sedan,61881,2nd,5,petrol,35,i-VTEC Petrol Engine,1198,5-Speed,Manual,86.7,109,18,BS IV,"4,30,000"
Renault Triber RXZ,Renault,Triber,2021,white,muv,32340,1st,7,petrol,40,1.0L Petrol Engine,999,5-Speed,Manual,71,96,20,BS IV,"7,49,000"
Hyundai Grand i10 [2017-2020] Sportz 1.2 Kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,37237,2nd,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,29,000"
Maruti Suzuki Baleno [2015-2019] Delta Diesel,Maruti Suzuki,Baleno,2017,grey,hatchback,64528,1st,5,diesel,37,DDiS ,1248,5-Speed,Manual,74,190,27.39,BS V,"7,22,000"
Datsun GO [2014-2019] T,Datsun,GO,2015,white,hatchback,73892,1st,5,petrol,35,DOHC with Dual VTVT,1798,5-Speed,Manual,67.05,104,19.02,BS V,"2,79,000"
Maruti Suzuki Baleno [2015-2019] Zeta Petrol,Maruti Suzuki,Baleno,2015,grey,hatchback,68796,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"6,20,000"
Mahindra XUV500 [2011-2015] W8,Mahindra,XUV500,2015,silver,suv,40438,1st,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140,330,15.1,BS III,"11,30,000"
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2020,red,suv,12699,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,"10,43,000"
Maruti Suzuki Alto 800 [2016-2019] VXI (O),Maruti Suzuki,Alto 800,2018,grey,hatchback,23745,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22,BS V,"4,01,000"
Maruti Suzuki Omni [2011-2019] 5 STR BS-IV,Maruti Suzuki,Omni,2016,silver,muv,38717,1st,5,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34,59,16.8,BS V,"3,35,000"
Honda WR-V i-DTEC VX,Honda,WR-V,2019,red,suv,73732,1st,5,diesel,40,i-DTEC Diesel engine,1498,6-Speed,Manual,97.89,200,23.7,BS IV,"9,15,000"
Renault Kwid 1.0 RXT Opt,Renault,Kwid,2021,red,hatchback,16742,1st,5,petrol,28,Petrol Engine,1298,5-Speed,Automatic,67,91,22,BS IV,"5,28,000"
Honda City [2017-2020] VX,Honda,City,2017,brown,sedan,65581,3rd,5,petrol,40,i VTEC Engine,1497,5-Speed,Automatic,117.6,145,17.4,BS V,"7,85,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2017,red,hatchback,39427,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"7,00,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,white,hatchback,52004,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,39,000"
Maruti Suzuki Alto 800 [2012-2016] LXI,Maruti Suzuki,Alto 800,2013,red,hatchback,40545,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.74,BS III,"3,19,000"
Maruti Suzuki S-Presso VXI,Maruti Suzuki,S-Presso,2021,grey,hatchback,15836,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.7,BS IV,"5,20,000"
Maruti Suzuki Eeco AC 5 STR,Maruti Suzuki,Eeco,2020,grey,muv,11212,1st,5,petrol,40,Aluminium 32 bit,1197,5-Speed,Manual,72.42,98,16.11,BS IV,"4,99,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2015,white,hatchback,52501,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,62,000"
Renault Kiger RXZ AMT Dual Tone,Renault,Kiger,2021,red,suv,6052,1st,5,petrol,40,1.0L Energy,1298,5-Speed,Automatic,71,96,19.03,BS IV,"9,36,000"
Maruti Suzuki Dzire [2017-2020] VXI AMT,Maruti Suzuki,Dzire,2018,blue,sedan,20326,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Automatic,88.5,113,24.12,BS V,"7,37,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,50009,1st,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79,104,17.71,BS IV,"4,39,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,50009,1st,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79,104,17.71,BS IV,"4,39,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,50009,1st,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79,104,17.71,BS IV,"4,39,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2011,red,hatchback,50009,1st,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79,104,17.71,BS IV,"4,39,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,grey,hatchback,15113,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,"5,43,000"
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX,Hyundai,Verna,2014,white,sedan,50071,1st,5,petrol,43,Front Wheel Drive,1591,5-Speed,Automatic,121,158,17.01,BS III,"6,89,000"
Maruti Suzuki Eeco AC 5 STR,Maruti Suzuki,Eeco,2020,white,muv,9832,1st,5,petrol,40,Aluminium 32 bit,1197,5-Speed,Manual,72.42,98,16.11,BS IV,"4,95,000"
Ford Freestyle [2017-2021] Titanium 1.2,Ford,Freestyle,2018,grey,crossover,43273,1st,5,petrol,42,1.2 litre Petrol Engine,1298,5-Speed,Automatic,94.93,119,18.5,BS IV,"6,17,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2014,silver,hatchback,44193,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,36208,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,36208,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,36208,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai Xcent [2017-2019] S AT Petrol,Hyundai,Xcent,2017,red,sedan,36208,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,4-Speed,Manual,81.86,113.75,20.14,BS V,"6,69,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2017,brown,crossover,43613,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,"7,52,000"
Honda City [2017-2020] ZX CVT,Honda,City,2018,brown,sedan,46006,1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18,BS V,"11,32,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2018,brown,crossover,35015,2nd,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,"7,60,000"
